event_pk,line_out_depth,date_chl,collected_chl,hakai_id_chl,work_area_chl,site_id,lat_chl,long_chl,sampling_bout_chl,pressure_transducer_depth_chl,chl_phaeo_quality_level,chla_final_Bulk GF/F,chla_final_GF/F,date_nuts,collected_nuts,hakai_id_nuts,work_area_nuts,lat_nuts,long_nuts,sampling_bout_nuts,pressure_transducer_depth_nuts,nh4_,no2_no3_um,no2_no3_ugl,no2_no3_units,tp,tdp,tn,tdn,srp,po4,sio2,po4pfilt,no3nfilt,po4punfl,no3nunfl,nh4nunfl,quality_level,date,collected_poms,hakai_id,work_area,lat,long,sampling_bout,pressure_transducer_depth,acidified,acidification_method,volume,part,screen_size,preserved,analyzed,filter_portion,pre_weight_mg,post_weight_mg,filter_size_mm,filter_type,total_beam_n,ug_n,per_n,delta_air,corr_delta15n,total_beam_c,ug_c,per_c,delta_pdb,corr_delta13c,c_n,analyzing_lab,c_flag,n_flag,c_n_flag,row_flag,quality_level_poms,year,month,day,min_bottle_collection_t,max_bottle_collection_t,time_diff_mins,discrete_sample_timediff_flag,median_discrete_collected
416,265,2015-03-18,2015-03-18T16:02:55Z,QCHL760,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,0.0634275555549389,NA,2015-03-18,2015-03-18T16:02:55Z,QNUT388,QUADRA,50.0307000000001,-125.0992,1,NA,NA,33.7018426327688,NA,uM,NA,NA,NA,NA,NA,2.862,75.7836792637717,NA,NA,NA,NA,NA,Technicianm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-18T16:02:55Z,2015-03-18T16:02:55Z,0,,2015-03-18T16:02:55Z
504,0,2015-03-24,2015-03-24T16:04:16Z,QCHL785,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,1.76884716645779,0.0516927219783319,2015-03-24,2015-03-24T16:04:16Z,QNUT445,QUADRA,50.0307000000001,-125.0992,1,NA,NA,12.5356806389471,NA,uM,NA,NA,NA,NA,NA,1.41,20.1107243603274,NA,NA,NA,NA,NA,Technicianm,2015-03-24,2015-03-24T16:04:16Z,QF481,QUADRA,50.0307000000001,-125.0992,1,NA,FALSE,None,1000,NA,NA,2015-03-24T18:19:25Z,NA,1,35.8,NA,25,NA,NA,20.5438012824643,NA,NA,5.20440841499313,NA,116.567207707155,NA,NA,-21.0882183249481,NA,UCDAVISSIF,NA,NA,NA,Results,Technician,2015,3,83,2015-03-24T16:04:16Z,2015-03-24T16:04:16Z,0,,2015-03-24T16:04:16Z
504,0,2015-03-24,2015-03-24T16:04:16Z,QCHL785,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,1.76884716645779,0.0516927219783319,2015-03-24,2015-03-24T16:04:16Z,QNUT445,QUADRA,50.0307000000001,-125.0992,1,NA,NA,12.5356806389471,NA,uM,NA,NA,NA,NA,NA,1.41,20.1107243603274,NA,NA,NA,NA,NA,Technicianm,2015-03-24,2015-03-24T16:04:16Z,QF482,QUADRA,50.0307000000001,-125.0992,1,NA,TRUE,Immersion,1000,NA,NA,2015-03-24T18:19:25Z,NA,1,36,NA,25,NA,NA,27.2167268495548,NA,NA,5.51585569265183,NA,121.338640715527,NA,NA,-20.9597072638994,NA,UCDAVISSIF,NA,NA,NA,Results,Technician,2015,3,83,2015-03-24T16:04:16Z,2015-03-24T16:04:16Z,0,,2015-03-24T16:04:16Z
504,0,2015-03-24,2015-03-24T16:04:16Z,QCHL785,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,1.76884716645779,0.0516927219783319,2015-03-24,2015-03-24T16:04:16Z,QNUT446,QUADRA,50.0307000000001,-125.0992,1,NA,NA,12.7064254277157,NA,uM,NA,NA,NA,NA,NA,1.393,19.8114621412487,NA,NA,NA,NA,NA,Technicianm,2015-03-24,2015-03-24T16:04:16Z,QF481,QUADRA,50.0307000000001,-125.0992,1,NA,FALSE,None,1000,NA,NA,2015-03-24T18:19:25Z,NA,1,35.8,NA,25,NA,NA,20.5438012824643,NA,NA,5.20440841499313,NA,116.567207707155,NA,NA,-21.0882183249481,NA,UCDAVISSIF,NA,NA,NA,Results,Technician,2015,3,83,2015-03-24T16:04:16Z,2015-03-24T16:04:16Z,0,,2015-03-24T16:04:16Z
504,0,2015-03-24,2015-03-24T16:04:16Z,QCHL785,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,1.76884716645779,0.0516927219783319,2015-03-24,2015-03-24T16:04:16Z,QNUT446,QUADRA,50.0307000000001,-125.0992,1,NA,NA,12.7064254277157,NA,uM,NA,NA,NA,NA,NA,1.393,19.8114621412487,NA,NA,NA,NA,NA,Technicianm,2015-03-24,2015-03-24T16:04:16Z,QF482,QUADRA,50.0307000000001,-125.0992,1,NA,TRUE,Immersion,1000,NA,NA,2015-03-24T18:19:25Z,NA,1,36,NA,25,NA,NA,27.2167268495548,NA,NA,5.51585569265183,NA,121.338640715527,NA,NA,-20.9597072638994,NA,UCDAVISSIF,NA,NA,NA,Results,Technician,2015,3,83,2015-03-24T16:04:16Z,2015-03-24T16:04:16Z,0,,2015-03-24T16:04:16Z
504,5,2015-03-24,2015-03-24T16:04:16Z,QCHL786,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,1.69243244330819,0.0500393880777255,2015-03-24,2015-03-24T16:04:16Z,QNUT447,QUADRA,50.0307000000001,-125.0992,1,NA,NA,12.2273356380532,NA,uM,NA,NA,NA,NA,NA,1.379,19.3140922434672,NA,NA,NA,NA,NA,Technicianm,2015-03-24,2015-03-24T16:04:16Z,QF488,QUADRA,50.0307000000001,-125.0992,1,NA,FALSE,None,1000,NA,NA,2015-03-24T18:19:25Z,NA,1,35.2,NA,25,NA,NA,20.6299709350861,NA,NA,3.54051100682919,NA,105.678613490604,NA,NA,-20.9325452880834,NA,UCDAVISSIF,NA,NA,NA,Results,Technician,2015,3,83,2015-03-24T16:04:16Z,2015-03-24T16:04:16Z,0,,2015-03-24T16:04:16Z
504,5,2015-03-24,2015-03-24T16:04:16Z,QCHL786,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,1.69243244330819,0.0500393880777255,2015-03-24,2015-03-24T16:04:16Z,QNUT447,QUADRA,50.0307000000001,-125.0992,1,NA,NA,12.2273356380532,NA,uM,NA,NA,NA,NA,NA,1.379,19.3140922434672,NA,NA,NA,NA,NA,Technicianm,2015-03-24,2015-03-24T16:04:16Z,QF489,QUADRA,50.0307000000001,-125.0992,1,NA,TRUE,Immersion,1000,NA,NA,2015-03-24T18:19:25Z,NA,1,35.6,NA,25,NA,NA,25.5337694689831,NA,NA,5.17889023561414,NA,108.062241551211,NA,NA,-21.2540213144018,NA,UCDAVISSIF,NA,NA,NA,Results,Technician,2015,3,83,2015-03-24T16:04:16Z,2015-03-24T16:04:16Z,0,,2015-03-24T16:04:16Z
504,5,2015-03-24,2015-03-24T16:04:16Z,QCHL786,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,1.69243244330819,0.0500393880777255,2015-03-24,2015-03-24T16:04:16Z,QNUT448,QUADRA,50.0307000000001,-125.0992,1,NA,NA,12.9926740441807,NA,uM,NA,NA,NA,NA,NA,1.417,20.2536541088091,NA,NA,NA,NA,NA,Technicianm,2015-03-24,2015-03-24T16:04:16Z,QF488,QUADRA,50.0307000000001,-125.0992,1,NA,FALSE,None,1000,NA,NA,2015-03-24T18:19:25Z,NA,1,35.2,NA,25,NA,NA,20.6299709350861,NA,NA,3.54051100682919,NA,105.678613490604,NA,NA,-20.9325452880834,NA,UCDAVISSIF,NA,NA,NA,Results,Technician,2015,3,83,2015-03-24T16:04:16Z,2015-03-24T16:04:16Z,0,,2015-03-24T16:04:16Z
504,5,2015-03-24,2015-03-24T16:04:16Z,QCHL786,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,1.69243244330819,0.0500393880777255,2015-03-24,2015-03-24T16:04:16Z,QNUT448,QUADRA,50.0307000000001,-125.0992,1,NA,NA,12.9926740441807,NA,uM,NA,NA,NA,NA,NA,1.417,20.2536541088091,NA,NA,NA,NA,NA,Technicianm,2015-03-24,2015-03-24T16:04:16Z,QF489,QUADRA,50.0307000000001,-125.0992,1,NA,TRUE,Immersion,1000,NA,NA,2015-03-24T18:19:25Z,NA,1,35.6,NA,25,NA,NA,25.5337694689831,NA,NA,5.17889023561414,NA,108.062241551211,NA,NA,-21.2540213144018,NA,UCDAVISSIF,NA,NA,NA,Results,Technician,2015,3,83,2015-03-24T16:04:16Z,2015-03-24T16:04:16Z,0,,2015-03-24T16:04:16Z
504,10,2015-03-24,2015-03-24T16:04:16Z,QCHL787,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,1.47158565836093,0.0719708348612858,2015-03-24,2015-03-24T16:04:16Z,QNUT450,QUADRA,50.0307000000001,-125.0992,1,NA,NA,13.7730781669643,NA,uM,NA,NA,NA,NA,NA,1.508,22.1444635122279,NA,NA,NA,NA,NA,Technicianm,2015-03-24,2015-03-24T16:04:16Z,QF487,QUADRA,50.0307000000001,-125.0992,1,NA,NA,NA,NA,NA,NA,2015-03-24T18:19:25Z,NA,1,36,NA,25,NA,NA,33.1143976691985,NA,NA,7.28032371450754,NA,184.241489374185,NA,NA,-22.033134788847,NA,UCDAVISSIF,NA,NA,NA,Results,Technicianm,2015,3,83,2015-03-24T16:04:16Z,2015-03-24T16:04:16Z,0,,2015-03-24T16:04:16Z
504,30,2015-03-24,2015-03-24T16:04:16Z,QCHL788,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,0.311600943434255,0.0579033710530658,2015-03-24,2015-03-24T16:04:16Z,QNUT451,QUADRA,50.0307000000001,-125.0992,1,NA,NA,19.4056474341076,NA,uM,NA,NA,NA,NA,NA,1.994,34.7002208440458,NA,NA,NA,NA,NA,Technicianm,2015-03-24,2015-03-24T16:04:16Z,QF490,QUADRA,50.0307000000001,-125.0992,1,NA,FALSE,None,1000,NA,NA,2015-03-24T18:19:25Z,NA,1,36.1,NA,25,NA,NA,14.4202756189396,NA,NA,5.08004269527429,NA,79.0257838814326,NA,NA,-21.1180399990038,NA,UCDAVISSIF,SVC,SVC,NA,Results,Technician,2015,3,83,2015-03-24T16:04:16Z,2015-03-24T16:04:16Z,0,,2015-03-24T16:04:16Z
504,30,2015-03-24,2015-03-24T16:04:16Z,QCHL788,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,0.311600943434255,0.0579033710530658,2015-03-24,2015-03-24T16:04:16Z,QNUT451,QUADRA,50.0307000000001,-125.0992,1,NA,NA,19.4056474341076,NA,uM,NA,NA,NA,NA,NA,1.994,34.7002208440458,NA,NA,NA,NA,NA,Technicianm,2015-03-24,2015-03-24T16:04:16Z,QF491,QUADRA,50.0307000000001,-125.0992,1,NA,TRUE,Immersion,1000,NA,NA,2015-03-24T18:19:25Z,NA,1,36.9,NA,25,NA,NA,17.1281691650639,NA,NA,4.41512292186881,NA,56.7409941226197,NA,NA,-20.6307575534974,NA,UCDAVISSIF,SVC,SVC,NA,Results,Technician,2015,3,83,2015-03-24T16:04:16Z,2015-03-24T16:04:16Z,0,,2015-03-24T16:04:16Z
504,30,2015-03-24,2015-03-24T16:04:16Z,QCHL788,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,0.311600943434255,0.0579033710530658,2015-03-24,2015-03-24T16:04:16Z,QNUT452,QUADRA,50.0307000000001,-125.0992,1,NA,NA,19.5794053662074,NA,uM,NA,NA,NA,NA,NA,1.976,34.5320766446713,NA,NA,NA,NA,NA,Technicianm,2015-03-24,2015-03-24T16:04:16Z,QF490,QUADRA,50.0307000000001,-125.0992,1,NA,FALSE,None,1000,NA,NA,2015-03-24T18:19:25Z,NA,1,36.1,NA,25,NA,NA,14.4202756189396,NA,NA,5.08004269527429,NA,79.0257838814326,NA,NA,-21.1180399990038,NA,UCDAVISSIF,SVC,SVC,NA,Results,Technician,2015,3,83,2015-03-24T16:04:16Z,2015-03-24T16:04:16Z,0,,2015-03-24T16:04:16Z
504,30,2015-03-24,2015-03-24T16:04:16Z,QCHL788,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,0.311600943434255,0.0579033710530658,2015-03-24,2015-03-24T16:04:16Z,QNUT452,QUADRA,50.0307000000001,-125.0992,1,NA,NA,19.5794053662074,NA,uM,NA,NA,NA,NA,NA,1.976,34.5320766446713,NA,NA,NA,NA,NA,Technicianm,2015-03-24,2015-03-24T16:04:16Z,QF491,QUADRA,50.0307000000001,-125.0992,1,NA,TRUE,Immersion,1000,NA,NA,2015-03-24T18:19:25Z,NA,1,36.9,NA,25,NA,NA,17.1281691650639,NA,NA,4.41512292186881,NA,56.7409941226197,NA,NA,-20.6307575534974,NA,UCDAVISSIF,SVC,SVC,NA,Results,Technician,2015,3,83,2015-03-24T16:04:16Z,2015-03-24T16:04:16Z,0,,2015-03-24T16:04:16Z
504,50,2015-03-24,2015-03-24T16:04:16Z,QCHL789,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,0.236866540507533,NA,2015-03-24,2015-03-24T16:04:16Z,QNUT453,QUADRA,50.0307000000001,-125.0992,1,NA,NA,20.5154885611035,NA,uM,NA,NA,NA,NA,NA,2.048,37.613183559898,NA,NA,NA,NA,NA,Technicianm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015-03-24T16:04:16Z,2015-03-24T16:04:16Z,0,,2015-03-24T16:04:16Z
504,100,2015-03-24,2015-03-24T16:04:16Z,QCHL790,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,0.192630898363995,NA,2015-03-24,2015-03-24T16:04:16Z,QNUT454,QUADRA,50.0307000000001,-125.0992,1,NA,NA,29.0708068595212,NA,uM,NA,NA,NA,NA,NA,2.55,53.565463274908,NA,NA,NA,NA,NA,Technicianm,2015-03-24,2015-03-24T16:04:16Z,QF492,QUADRA,50.0307000000001,-125.0992,1,NA,FALSE,None,1000,NA,NA,2015-03-24T18:19:25Z,NA,1,36.3,NA,25,NA,NA,7.78903458728288,NA,NA,4.7254102175656,NA,46.9143296596056,NA,NA,-22.048055606045,NA,UCDAVISSIF,SVC,SVD,NA,Results,Technician,2015,3,83,2015-03-24T16:04:16Z,2015-03-24T16:04:16Z,0,,2015-03-24T16:04:16Z
504,100,2015-03-24,2015-03-24T16:04:16Z,QCHL790,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,0.192630898363995,NA,2015-03-24,2015-03-24T16:04:16Z,QNUT454,QUADRA,50.0307000000001,-125.0992,1,NA,NA,29.0708068595212,NA,uM,NA,NA,NA,NA,NA,2.55,53.565463274908,NA,NA,NA,NA,NA,Technicianm,2015-03-24,2015-03-24T16:04:16Z,QF493,QUADRA,50.0307000000001,-125.0992,1,NA,TRUE,Immersion,1000,NA,NA,2015-03-24T18:19:25Z,NA,1,36.3,NA,25,NA,NA,17.2426606154584,NA,NA,4.0390584235469,NA,41.8510344495618,NA,NA,-22.3665093566059,NA,UCDAVISSIF,SVC,SVC,NA,Results,Technician,2015,3,83,2015-03-24T16:04:16Z,2015-03-24T16:04:16Z,0,,2015-03-24T16:04:16Z
504,265,2015-03-24,2015-03-24T16:04:16Z,QCHL791,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,0.0488431350106456,NA,2015-03-24,2015-03-24T16:04:16Z,QNUT455,QUADRA,50.0307000000001,-125.0992,1,NA,NA,31.1528889013879,NA,uM,NA,NA,NA,NA,NA,3.009,72.9376793945886,NA,NA,NA,NA,NA,Technicianm,2015-03-24,2015-03-24T16:04:16Z,QF495,QUADRA,50.0307000000001,-125.0992,1,NA,TRUE,Immersion,1000,NA,NA,2015-03-24T18:19:25Z,NA,1,35.9,NA,25,NA,NA,17.9778482704779,NA,NA,3.37893933770883,NA,35.9799639175111,NA,NA,-22.7906670380582,NA,UCDAVISSIF,SVC,SVC,NA,Results,Technician,2015,3,83,2015-03-24T16:04:16Z,2015-03-24T16:04:16Z,0,,2015-03-24T16:04:16Z
531,0,2015-03-31,2015-03-31T15:57:34Z,QCHL1000,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,0.28516910575012,0.080871682937771,2015-03-31,2015-03-31T15:57:34Z,QNUT479,QUADRA,50.0307000000001,-125.0992,1,NA,NA,15.2335388128844,NA,uM,NA,NA,NA,NA,NA,1.53112838881546,25.6976973923158,NA,NA,NA,NA,NA,Technicianm,2015-03-31,2015-03-31T15:57:34Z,QX158,QUADRA,50.0307000000001,-125.0992,1,NA,TRUE,Immersion,1700,NA,NA,2015-03-31T19:01:00Z,NA,1,NA,NA,NA,NA,NA,16.4466492197561,NA,NA,3.94267715954981,NA,110.484445586676,NA,NA,-22.8530378290609,NA,UCDAVISSIF,NA,SVC,NA,Results,Technician,2015,3,90,2015-03-31T15:57:34Z,2015-03-31T15:57:34Z,0,,2015-03-31T15:57:34Z
531,0,2015-03-31,2015-03-31T15:57:34Z,QCHL1000,QUADRA,QU39,50.0307000000001,-125.0992,1,NA,Principal Investigator,0.28516910575012,0.080871682937771,2015-03-31,2015-03-31T15:57:34Z,QNUT479,QUADRA,50.0307000000001,-125.0992,1,NA,NA,15.2335388128844,NA,uM,NA,NA,NA,NA,NA,1.53112838881546,25.6976973923158,NA,NA,NA,NA,NA,Technicianm,2015-03-31,2015-03-31T15:57:34Z,QX159,QUADRA,50.0307000000001,-125.0992,1,NA,FALSE,None,1700,NA,NA,2015-03-31T19:01:00Z,NA,1,NA,NA,NA,NA,NA,21.6654112323687,NA,NA,4.26523737133265,NA,149.87948689249,NA,NA,-23.6632035000086,NA,UCDAVISSIF,NA,NA,NA,Results,Technician,2015,3,90,2015-03-31T15:57:34Z,2015-03-31T15:57:34Z,0,,2015-03-31T15:57:34Z
